CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription Duration
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,352",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,984",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,309",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,061",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,489",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,182",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,875",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,043",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,394",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,786",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,676",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,011",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,029",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,635",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,082",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,512",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,407",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,265",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,241",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,395",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,022",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,614",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,159",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,431",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,341",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,498",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,702",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,422",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,092",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,890",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,577",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,741",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,054",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,071",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,097",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,599",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,888",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,008",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,142",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,722",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,983",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,702",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,202",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,681",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,069",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,286",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,673",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,880",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,112",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,925",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,602",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,157",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,162",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,326",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,315",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,558",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,605",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,708",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,151",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,762",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,291",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,588",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,883",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,190",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,309",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,762",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,533",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,141",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,148",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,797",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,529",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,547",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,350",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,697",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,802",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,271",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,732",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,168",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,689",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,658",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,243",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,448",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,793",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,695",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,558",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,319",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,919",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,971",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,862",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,722",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,875",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,746",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,450",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,908",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,197",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,013",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,000",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,111",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,905",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,709",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,177",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,725",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,282",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,960",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,420",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,586",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,029",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,197",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,854",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,781",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,358",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,737",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,646",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,504",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,577",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,587",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,243",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,004",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,774",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,205",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,067",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,083",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,405",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,242",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,946",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,026",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,814",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,783",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,170",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,647",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,405",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,482",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,374",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,717",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,144",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,169",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,677",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,425",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,062",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,560",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,652",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,454",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,217",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,835",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,607",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,126",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,308",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,496",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,078",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,554",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,856",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,721",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,646",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,916",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,192",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,510",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,155",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,847",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,239",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,138",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,689",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,182",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,740",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,426",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,849",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,277",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,896",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,467",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,045",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,743",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,712",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,891",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,286",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,563",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,412",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,758",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,562",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,453",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,394",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,758",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,156",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,189",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,203",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,258",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,276",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,404",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,253",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,394",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,039",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,321",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,418",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,747",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,255",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,389",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,873",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,751",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,838",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,662",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,790",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,663",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,843",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,147",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,962",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,965",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,257",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,767",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,817",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,773",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,812",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,992",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,485",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,696",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,664",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,896",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,918",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,927",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,825",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,415",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,956",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,036",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,797",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,125",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,348",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,372",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,212",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,223",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,872",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,171",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,442",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,666",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,110",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,979",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,816",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,432",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,402",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,686",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,336",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,357",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,980",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,413",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,189",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,103",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,287",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,500",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,200",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,232",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,619",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,849",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,337",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,393",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,747",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,251",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,578",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,456",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,765",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,811",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,719",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,208",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,067",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,647",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,148",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,403",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,406",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,938",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,565",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,696",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,228",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,848",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,814",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,428",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,505",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,611",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,998",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,094",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,784",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,243",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,005",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,836",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,360",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,208",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,447",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,160",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,799",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,381",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,038",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,638",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,387",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,032",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,270",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,512",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,688",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,688",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,432",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,738",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,488",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,804",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,830",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,337",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,954",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,705",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,593",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,591",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,691",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,541",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,994",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,660",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,069",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,913",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,610",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,336",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,003",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,987",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,379",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,168",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,109",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,451",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,465",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,671",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,270",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,974",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,112",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,722",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,789",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,341",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,776",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,278",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,438",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,276",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,236",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,808",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,127",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,896",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,624",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,450",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,095",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,900",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,165",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,710",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,184",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,792",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,631",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,159",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,099",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,174",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,884",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,405",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,054",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,845",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,390",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,845",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,497",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,442",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,265",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,600",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,337",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,319",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,583",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,385",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,610",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,384",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,120",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,061",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,085",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,261",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,733",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,215",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,299",12
